entity_id,entity_type
DB00692,drug
DB00694,drug
DB00695,drug
DB00696,drug
DB00697,drug
DB00700,drug
DB00703,drug
DB00704,drug
DB00706,drug
DB00708,drug
DB00712,drug
DB00714,drug
DB00715,drug
DB00721,drug
DB00724,drug
DB00727,drug
DB00728,drug
DB00731,drug
DB00732,drug
DB00733,drug
DB00734,drug
DB00740,drug
DB00745,drug
DB00749,drug
DB00750,drug
DB00751,drug
DB00753,drug
DB00754,drug
DB00756,drug
DB00757,drug
DB00758,drug
DB00759,drug
DB00762,drug
DB00763,drug
DB00768,drug
DB00772,drug
DB00773,drug
DB00776,drug
DB00780,drug
DB00782,drug
DB00783,drug
DB00784,drug
DB00788,drug
DB00790,drug
DB00794,drug
DB00795,drug
DB00796,drug
DB00799,drug
DB00800,drug
DB00802,drug
DB00804,drug
DB00806,drug
DB00808,drug
DB00809,drug
DB00810,drug
DB00811,drug
DB00813,drug
DB00814,drug
DB00818,drug
DB00819,drug
DB00820,drug
DB00822,drug
DB00829,drug
DB00831,drug
DB00834,drug
DB00835,drug
DB00836,drug
DB00839,drug
DB00841,drug
DB00842,drug
DB00843,drug
DB00844,drug
DB00850,drug
DB00851,drug
DB00860,drug
DB00861,drug
DB00862,drug
DB00863,drug
DB00864,drug
DB00868,drug
DB00869,drug
DB00870,drug
DB00871,drug
DB00872,drug
DB00876,drug
DB00881,drug
DB00883,drug
DB00887,drug
DB00889,drug
DB00896,drug
DB00897,drug
DB00898,drug
DB00899,drug
DB00900,drug
DB00903,drug
DB00904,drug
DB00905,drug
DB00906,drug
DB00907,drug
DB00908,drug
DB00909,drug
DB00910,drug
DB00912,drug
DB00915,drug
DB00918,drug
DB00920,drug
DB00921,drug
DB00924,drug
DB00925,drug
DB00927,drug
DB00929,drug
DB00933,drug
DB00937,drug
DB00938,drug
DB00949,drug
DB00952,drug
DB00953,drug
DB00959,drug
DB00960,drug
DB00961,drug
DB00962,drug
DB00963,drug
DB00964,drug
DB00966,drug
DB00968,drug
DB00969,drug
DB00973,drug
DB00975,drug
DB00978,drug
DB00979,drug
DB00980,drug
DB00981,drug
DB00983,drug
DB00986,drug
DB00988,drug
DB00989,drug
DB00990,drug
DB00991,drug
DB00993,drug
DB00996,drug
DB00997,drug
DB00998,drug
DB00999,drug
DB01005,drug
DB01006,drug
DB01009,drug
DB01011,drug
DB01012,drug
DB01013,drug
DB01014,drug
DB01017,drug
DB01018,drug
DB01019,drug
DB01023,drug
DB01024,drug
DB01029,drug
DB01030,drug
DB01032,drug
DB01035,drug
DB01036,drug
DB01037,drug
DB01039,drug
DB01041,drug
DB01043,drug
DB01047,drug
DB01050,drug
DB01059,drug
DB01062,drug
DB01064,drug
DB01067,drug
DB01068,drug
DB01069,drug
DB01073,drug
DB01076,drug
DB01079,drug
DB01080,drug
DB01083,drug
DB01085,drug
DB01086,drug
DB01087,drug
DB01088,drug
DB01095,drug
DB01097,drug
DB01098,drug
DB01100,drug
DB01101,drug
DB01104,drug
DB01105,drug
DB01106,drug
DB01110,drug
DB01113,drug
DB01114,drug
DB01115,drug
DB01118,drug
DB01119,drug
DB01120,drug
DB01128,drug
DB01130,drug
DB01132,drug
DB01136,drug
DB01142,drug
DB01143,drug
DB01148,drug
DB01149,drug
DB01151,drug
DB01156,drug
DB01157,drug
DB01158,drug
DB01159,drug
DB01161,drug
DB01162,drug
DB01165,drug
DB01169,drug
DB01173,drug
DB01174,drug
DB01177,drug
DB01182,drug
DB01183,drug
DB01184,drug
DB01185,drug
DB01186,drug
DB01189,drug
DB01193,drug
DB01194,drug
DB01195,drug
DB01196,drug
DB01198,drug
DB01200,drug
DB01203,drug
DB01204,drug
DB01205,drug
DB01206,drug
DB01210,drug
DB01214,drug
DB01215,drug
DB01217,drug
DB01218,drug
DB01219,drug
DB01220,drug
DB01221,drug
DB01222,drug
DB01223,drug
DB01224,drug
DB01226,drug
DB01229,drug
DB01233,drug
DB01234,drug
DB01236,drug
DB01238,drug
DB01241,drug
DB01242,drug
DB01247,drug
DB01248,drug
DB01250,drug
DB01254,drug
DB01258,drug
DB01260,drug
DB01261,drug
DB01268,drug
DB01273,drug
DB01275,drug
DB01280,drug
DB01291,drug
DB01320,drug
DB01324,drug
DB01327,drug
DB01337,drug
DB01340,drug
DB01356,drug
DB01364,drug
DB01367,drug
DB01378,drug
DB01393,drug
DB01394,drug
DB01400,drug
DB01406,drug
DB01409,drug
DB01410,drug
DB01427,drug
DB01558,drug
DB01577,drug
DB01591,drug
DB01595,drug
DB01611,drug
DB01612,drug
DB01618,drug
DB01623,drug
DB01656,drug
DB04839,drug
DB04844,drug
DB04845,drug
DB04861,drug
DB04896,drug
DB05246,drug
DB06201,drug
DB06204,drug
DB06209,drug
DB06212,drug
DB06216,drug
DB06228,drug
DB06274,drug
DB06287,drug
DB06335,drug
DB06695,drug
DB06710,drug
DB06711,drug
DB06800,drug
DB08860,drug
P22888,target
P30968,target
P10745,target
P09455,target
P00352,target
Q92781,target
P12271,target
O95237,target
P04035,target
P31645,target
P30556,target
P12821,target
P04150,target
Q9UBS5,target
O75899,target
Q05940,target
Q01959,target
Q15822,target
P43681,target
P17787,target
P36544,target
P30926,target
P32297,target
P30532,target
P20309,target
P11229,target
P24046,target
P48169,target
P34903,target
P30536,target
P14867,target
P18505,target
P28472,target
P47870,target
P18507,target
Q8N1C3,target
Q99928,target
P28476,target
O14764,target
P08588,target
Q99460,target
Q13200,target
P20618,target
P28074,target
P49721,target
P23975,target
P27338,target
P21397,target
P41143,target
P28335,target
P41145,target
Q8TCU5,target
P35372,target
P07550,target
P37231,target
P05121,target
Q99808,target
P62508,target
P11474,target
Q99519,target
P23141,target
Q8IVH4,target
Q96EY8,target
Q99707,target
Q9UBK8,target
P22033,target
O60494,target
P30542,target
Q07343,target
P21817,target
P29274,target
P08172,target
O76074,target
P18545,target
Q13956,target
Q12809,target
Q14500,target
P00374,target
Q9H244,target
P28702,target
P13631,target
P10826,target
P19793,target
P10276,target
P48443,target
P35348,target
P35368,target
P08908,target
P41595,target
P30939,target
P34969,target
P28221,target
P28222,target
P11388,target
Q09428,target
P48048,target
Q14654,target
P20701,target
Q92769,target
P03886,target
Q12791,target
P42261,target
Q09470,target
O00555,target
P00491,target
P23921,target
P09884,target
P31350,target
Q7LG56,target
Q07864,target
P56282,target
Q9NR33,target
Q9NRF9,target
Q14524,target
P21728,target
P21918,target
P08912,target
P08913,target
P46098,target
P18825,target
P21917,target
P08173,target
P28223,target
P18089,target
P35462,target
P14416,target
P50406,target
O15554,target
P00918,target
P39086,target
P22748,target
P29275,target
P27815,target
P00734,target
Q9NZV8,target
Q9UK17,target
Q9Y5Y9,target
P00533,target
P14324,target
O43451,target
P10253,target
P14410,target
P04746,target
P43088,target
P04083,target
P04818,target
P34995,target
P00747,target
O00180,target
Q13936,target
Q13621,target
Q13002,target
P42262,target
P80404,target
Q9UKV0,target
P23219,target
P35354,target
P25100,target
O43526,target
P04629,target
Q16620,target
P21964,target
Q04760,target
P14555,target
Q9Y478,target
P62942,target
P42345,target
P06401,target
P11511,target
P05108,target
P69905,target
P07437,target
Q9H3N8,target
Q9NYX4,target
P02671,target
P01133,target
P09038,target
P02675,target
P02679,target
P03372,target
P10275,target
P13945,target
P43119,target
Q03181,target
P35869,target
Q00975,target
Q08289,target
Q13698,target
Q01668,target
P22303,target
P06276,target
P51168,target
P37088,target
P51172,target
P51170,target
P05023,target
P08235,target
O00305,target
O60840,target
P54284,target
P05093,target
P35916,target
P04049,target
P36888,target
P09619,target
P35968,target
P10721,target
P15056,target
Q16739,target
P48167,target
P23416,target
P47989,target
P30085,target
P08174,target
Q05586,target
O15399,target
Q13224,target
Q14957,target
P09917,target
P33151,target
O14788,target
Q92731,target
O15530,target
P21554,target
P34972,target
P25021,target
Q71U36,target
P68371,target
P55017,target
O75469,target
P15502,target
P05164,target
P68366,target
P14679,target
P07202,target
Q99250,target
P24530,target
P25101,target
O14649,target
Q9NPC2,target
P78348,target
P35499,target
O43525,target
O43497,target
P19801,target
Q16515,target
P19634,target
P00749,target
P15121,target
P27361,target
P01375,target
Q9NR96,target
P09210,target
P07900,target
P14625,target
P00519,target
P16234,target
P07333,target
P07949,target
Q08345,target
P62158,target
P54750,target
P29074,target
Q13332,target
P23469,target
P38606,target
P05107,target
P22102,target
P31939,target
P10109,target
P15538,target
Q08499,target
Q99720,target
Q13255,target
Q14416,target
P41594,target
Q14832,target
P25103,target
P02708,target
P11230,target
Q07001,target
P07510,target
Q04844,target
Q9BYF1,target
Q02880,target
Q9Y2I1,target
Q9NYK1,target
Q9NR97,target
P16066,target
Q9UPY5,target
P09622,target
P00367,target
P04156,target
P11387,target
Q99584,target
P23297,target
P04271,target
P80511,target
P29034,target
Q16853,target
O14920,target
O15111,target
P21589,target
P15382,target
P51787,target
P49902,target
P22413,target
P29972,target
P07451,target
P05091,target
P09172,target
P63316,target
P26447,target
P01189,target
Q14181,target
P52209,target
P37288,target
P30518,target
P55011,target
Q9UP95,target
P13569,target
P07327,target
P00326,target
Q13639,target
P42330,target
P43115,target
P30531,target
O95180,target
O43570,target
Q9NY46,target
Q16790,target
P23280,target
P35219,target
Q07699,target
Q9NY72,target
Q8IWT1,target
P11473,target
P43116,target
P15144,target
Q9Y233,target
P00813,target
P49286,target
P48039,target
P00492,target
P25024,target
P41180,target
P15692,target
P29466,target
P99999,target
P01584,target
P42574,target
P02585,target
P12268,target
P05412,target
Q9NSA0,target
Q4U2R8,target
Q96RD7,target
P26358,target
Q07869,target
O60882,target
P21802,target
P19838,target
Q99835,target
P28482,target
P27986,target
O00459,target
Q92569,target
P27707,target
P27487,target
P16233,target
P49327,target
P07098,target
P16083,target
P08729,target
P00750,target
Q14289,target
O95665,target
P35228,target
P29474,target
Q16558,target
Q9H2S1,target
P16860,target
P17302,target
P19320,target
P10696,target
P17405,target
O60391,target
P48549,target
P48051,target
P59768,target
P08100,target
P31749,target
P24385,target
Q16881,target
P16220,target
P16471,target
P11137,target
P78559,target
Q9H169,target
Q9H4B7,target
P10415,target
P51843,target
P09211,target
P01579,target
P42684,target
P12931,target
P06241,target
P07947,target
P29317,target
P06239,target
P51692,target
P00797,target
P17948,target
P27169,target
P42263,target
O14732,target
P49841,target
P29218,target
P13500,target
Q13509,target
P00742,target
