head,relation,tail,label
DB00334,interacts,P35348,1
DB00619,interacts,P00519,1
DB00594,interacts,P78348,1
DB00334,interacts,P28222,1
DB00328,interacts,P14555,1
DB00623,interacts,P62158,1
DB00318,interacts,P41145,1
DB00227,interacts,Q92769,1
DB01186,interacts,P28221,1
DB01083,interacts,P16233,1
DB01064,interacts,Q92569,1
DB00440,interacts,P00374,1
DB00715,interacts,P31645,1
DB00961,interacts,Q9Y5Y9,1
DB00800,interacts,P18089,1
DB01406,interacts,P10275,1
DB00349,interacts,P28476,1
DB00363,interacts,P11229,1
DB00989,interacts,P22303,1
DB01254,interacts,P09619,1
DB01186,interacts,P41595,1
DB00734,interacts,P28335,1
DB00289,interacts,P23975,1
DB01162,interacts,P35348,1
DB00829,interacts,P28472,1
DB00384,interacts,P51168,1
DB01215,interacts,P28472,1
DB00358,interacts,P29274,1
DB00696,interacts,P28223,1
DB00909,interacts,P07451,1
DB06274,interacts,P35372,1
DB00586,interacts,P78348,1
DB00321,interacts,P31645,1
DB00908,interacts,O00180,1
DB00449,interacts,P08913,1
DB00679,interacts,P28223,1
DB00390,interacts,P05023,1
DB00496,interacts,P08172,1
DB00795,interacts,P23219,1
DB00683,interacts,P28476,1
DB01023,interacts,P63316,1
DB00475,interacts,O14764,1
DB00288,interacts,P04083,1
DB01047,interacts,Q99835,1
DB01195,interacts,Q14524,1
DB00651,interacts,Q07343,1
DB01406,interacts,P03372,1
DB01159,interacts,P14867,1
DB00184,interacts,P30532,1
DB00349,interacts,O14764,1
DB00197,interacts,P62508,1
DB00819,interacts,P29972,1
DB00331,interacts,Q9Y478,1
DB01184,interacts,P35462,1
DB00598,interacts,P35348,1
DB00690,interacts,P18507,1
DB01194,interacts,P22748,1
DB00897,interacts,Q99928,1
DB01159,interacts,Q9NPC2,1
DB01014,interacts,P09917,1
DB01224,interacts,P18089,1
DB01612,interacts,P16066,1
DB00696,interacts,P25100,1
DB00753,interacts,P62158,1
DB00327,interacts,P41143,1
DB00900,interacts,P00491,1
DB00278,interacts,P00734,1
DB06216,interacts,P35462,1
DB01242,interacts,P23975,1
DB00690,interacts,Q99928,1
DB00547,interacts,P04150,1
DB00230,interacts,O00555,1
DB00979,interacts,P11229,1
DB01186,interacts,P14416,1
DB00268,interacts,P08913,1
DB00590,interacts,P35348,1
DB00381,interacts,Q08289,1
DB01136,interacts,P07550,1
DB00753,interacts,P42261,1
DB01036,interacts,P08912,1
DB00381,interacts,Q13936,1
DB00408,interacts,P14416,1
DB00248,interacts,P41595,1
DB00404,interacts,P47870,1
DB01069,interacts,P20309,1
DB00788,interacts,P23219,1
DB00749,interacts,P35354,1
DB00822,interacts,P05091,1
DB00734,interacts,P28221,1
DB00622,interacts,P62158,1
DB00186,interacts,P28472,1
DB00690,interacts,Q8N1C3,1
DB00980,interacts,P48039,1
DB00836,interacts,O00555,1
DB00231,interacts,P18507,1
DB00575,interacts,P18825,1
DB00247,interacts,P41595,1
DB00273,interacts,P14867,1
DB00334,interacts,P08908,1
DB00953,interacts,P30939,1
DB00640,interacts,P29275,1
DB00591,interacts,P04150,1
DB00191,interacts,P21397,1
DB00661,interacts,Q08289,1
DB00363,interacts,Q9NYX4,1
DB00696,interacts,P35368,1
DB00659,interacts,Q13255,1
DB00641,interacts,P04035,1
DB00910,interacts,P11473,1
DB00349,interacts,Q99928,1
DB01110,interacts,P29474,1
DB00349,interacts,P14867,1
DB00308,interacts,Q14654,1
DB00371,interacts,P14867,1
DB00280,interacts,Q9UK17,1
DB01142,interacts,P35348,1
DB01224,interacts,P28335,1
DB00461,interacts,P35354,1
DB00642,interacts,P31939,1
DB06204,interacts,P35372,1
DB00281,interacts,Q14524,1
DB00363,interacts,P08912,1
DB00912,interacts,P37231,1
DB00202,interacts,P11229,1
DB00195,interacts,P07550,1
DB04839,interacts,P10275,1
DB00780,interacts,P80404,1
DB00333,interacts,P41143,1
DB00999,interacts,P22748,1
DB01142,interacts,P08172,1
DB00201,interacts,P30542,1
DB00619,interacts,P09619,1
DB00983,interacts,P07550,1
DB00277,interacts,P29274,1
DB00200,interacts,Q99707,1
DB00295,interacts,P41145,1
DB00247,interacts,P08908,1
DB00474,interacts,P14867,1
DB00795,interacts,P09917,1
DB00768,interacts,Q99584,1
DB01062,interacts,P11229,1
DB00683,interacts,Q99928,1
DB01097,interacts,Q14289,1
DB01174,interacts,P36544,1
DB00905,interacts,P43115,1
DB00819,interacts,P00918,1
DB00457,interacts,P35348,1
DB00477,interacts,P14416,1
DB00191,interacts,P23975,1
DB01173,interacts,O15399,1
DB01017,interacts,P01584,1
DB00413,interacts,P18089,1
DB00201,interacts,P29274,1
DB01577,interacts,P31645,1
DB01036,interacts,P11229,1
DB00476,interacts,P23975,1
DB00603,interacts,P06401,1
DB00960,interacts,P28222,1
DB00555,interacts,Q99250,1
DB00622,interacts,P08912,1
DB00186,interacts,P14867,1
DB00800,interacts,P08913,1
DB01068,interacts,P34903,1
DB00834,interacts,P06401,1
DB01064,interacts,O00459,1
DB00843,interacts,P22303,1
DB00841,interacts,P08588,1
DB01136,interacts,P16860,1
DB01618,interacts,P28223,1
DB00909,interacts,Q16790,1
DB01143,interacts,P10696,1
DB00188,interacts,P49721,1
DB00334,interacts,P08172,1
DB00248,interacts,P21918,1
DB06216,interacts,P28335,1
DB00904,interacts,P35372,1
DB01595,interacts,P24046,1
DB01035,interacts,P26358,1
DB00490,interacts,P14416,1
DB01409,interacts,P11229,1
DB00363,interacts,Q9H3N8,1
DB00449,interacts,P06276,1
DB00475,interacts,Q99928,1
DB00475,interacts,P28476,1
DB00708,interacts,P35372,1
DB01069,interacts,P08173,1
DB00264,interacts,P07550,1
DB00675,interacts,Q92731,1
DB01248,interacts,P10415,1
DB00374,interacts,Q03181,1
DB00691,interacts,P12821,1
DB00413,interacts,P21918,1
DB01156,interacts,Q01959,1
DB00328,interacts,P35354,1
DB00997,interacts,P11388,1
DB00691,interacts,Q9BYF1,1
DB00398,interacts,P35916,1
DB01023,interacts,Q08289,1
DB01159,interacts,P48549,1
DB00231,interacts,P47870,1
DB01110,interacts,Q12809,1
DB00459,interacts,P10826,1
DB00408,interacts,P28335,1
DB01151,interacts,P08173,1
DB01036,interacts,P08172,1
DB00374,interacts,Q9H244,1
DB00350,interacts,P48048,1
DB00268,interacts,P28335,1
DB00909,interacts,Q9NY72,1
DB01196,interacts,P11137,1
DB01200,interacts,P28222,1
DB01110,interacts,O15554,1
DB00316,interacts,P23219,1
DB01427,interacts,Q07343,1
DB00200,interacts,Q8IVH4,1
DB01174,interacts,P34903,1
DB00605,interacts,P15121,1
DB01106,interacts,O95665,1
DB00404,interacts,P24046,1
DB01035,interacts,Q14524,1
DB01595,interacts,P28476,1
DB01224,interacts,P18825,1
DB01221,interacts,Q8TCU5,1
DB01189,interacts,P03886,1
DB01238,interacts,P11229,1
DB01242,interacts,P28223,1
DB01023,interacts,P62158,1
DB01118,interacts,Q12809,1
DB01224,interacts,P21728,1
DB01185,interacts,P16471,1
DB00897,interacts,Q8N1C3,1
DB00396,interacts,P05093,1
DB00484,interacts,P18825,1
DB01165,interacts,P11388,1
DB00481,interacts,Q92731,1
DB00672,interacts,Q09428,1
DB00313,interacts,Q9UKV0,1
DB00975,interacts,P00813,1
DB00295,interacts,P35372,1
DB01236,interacts,P42261,1
DB00521,interacts,P07550,1
DB00458,interacts,P23975,1
DB00988,interacts,P35462,1
DB01023,interacts,O95180,1
DB00734,interacts,P35348,1
DB00829,interacts,P30536,1
DB00561,interacts,O14649,1
DB00734,interacts,P08913,1
DB00449,interacts,P07550,1
DB00200,interacts,P22033,1
DB01068,interacts,O14764,1
DB00312,interacts,P36544,1
DB00193,interacts,P41143,1
DB00806,interacts,Q07343,1
DB00490,interacts,P08908,1
DB00480,interacts,O14788,1
DB00334,interacts,P50406,1
DB00990,interacts,P11511,1
DB01215,interacts,P14867,1
DB00502,interacts,P21728,1
DB01656,interacts,Q07343,1
DB00991,interacts,P35354,1
DB00869,interacts,P22748,1
DB00586,interacts,P35354,1
DB00434,interacts,P11229,1
DB00835,interacts,P11229,1
DB00457,interacts,Q12809,1
DB01069,interacts,P08912,1
DB06216,interacts,P41595,1
DB00367,interacts,P06401,1
DB00907,interacts,P11229,1
DB01238,interacts,P28222,1
DB00268,interacts,P41595,1
DB01238,interacts,P21917,1
DB00384,interacts,P37088,1
DB00471,interacts,P09917,1
DB00615,interacts,P07900,1
DB00477,interacts,P28223,1
DB00381,interacts,Q00975,1
DB00246,interacts,P11229,1
DB00876,interacts,P30556,1
DB00733,interacts,P22303,1
DB01356,interacts,P29218,1
DB00836,interacts,P62158,1
DB00346,interacts,P35368,1
DB00679,interacts,P14416,1
DB00619,interacts,P10721,1
DB01030,interacts,P11387,1
DB01238,interacts,P08908,1
DB01115,interacts,Q08289,1
DB00318,interacts,P35372,1
DB00264,interacts,P08588,1
DB01068,interacts,Q8N1C3,1
DB00302,interacts,P00747,1
DB00475,interacts,P14867,1
DB00714,interacts,P18089,1
DB00912,interacts,Q09428,1
DB00809,interacts,P08173,1
DB00806,interacts,O76074,1
DB00374,interacts,P43119,1
DB01224,interacts,P21918,1
DB01064,interacts,P13945,1
DB00841,interacts,P07550,1
DB01085,interacts,P11229,1
DB01159,interacts,P08100,1
DB00308,interacts,Q13936,1
DB04896,interacts,P23975,1
DB00933,interacts,P28223,1
DB00962,interacts,P30536,1
DB01036,interacts,P20309,1
DB00363,interacts,P34969,1
DB00388,interacts,P25100,1
DB00712,interacts,P23219,1
DB00573,interacts,P35354,1
DB00586,interacts,P35499,1
DB01011,interacts,P15538,1
DB00370,interacts,P41145,1
DB01142,interacts,P31645,1
DB00475,interacts,P34903,1
DB00829,interacts,Q99928,1
DB00633,interacts,P08913,1
DB00683,interacts,P28472,1
DB01324,interacts,P55017,1
DB00252,interacts,Q14524,1
DB01142,interacts,P20309,1
DB00248,interacts,P08908,1
DB00321,interacts,P04629,1
DB00969,interacts,P46098,1
DB01238,interacts,P46098,1
DB00327,interacts,P35372,1
DB01367,interacts,P27338,1
DB01113,interacts,Q07343,1
DB01229,interacts,P10415,1
DB00640,interacts,P29274,1
DB01595,interacts,P18507,1
DB00754,interacts,Q14524,1
DB00831,interacts,P14416,1
DB00661,interacts,Q14524,1
DB00909,interacts,Q07699,1
DB00377,interacts,P46098,1
DB00363,interacts,P18825,1
DB01268,interacts,P36888,1
DB00714,interacts,P14416,1
DB00413,interacts,P21728,1
DB01151,interacts,P17405,1
DB01214,interacts,P07550,1
DB00248,interacts,P28335,1
DB01114,interacts,Q01959,1
DB01136,interacts,P15692,1
DB00494,interacts,P21964,1
DB00594,interacts,P51168,1
DB00337,interacts,P62942,1
DB00920,interacts,Q08499,1
DB01189,interacts,P42261,1
DB01220,interacts,O75469,1
DB01558,interacts,P48169,1
DB00732,interacts,Q15822,1
DB01210,interacts,P08588,1
DB00458,interacts,P25100,1
DB00268,interacts,P14416,1
DB00182,interacts,Q05940,1
DB00315,interacts,P28222,1
DB00619,interacts,P16234,1
DB00630,interacts,Q13332,1
DB00697,interacts,P08913,1
DB00441,interacts,P30085,1
DB01119,interacts,P00918,1
DB01356,interacts,O14732,1
DB00661,interacts,Q14654,1
DB00458,interacts,Q9NZV8,1
DB00715,interacts,P20309,1
DB00404,interacts,P48169,1
DB00733,interacts,P06276,1
DB00268,interacts,P28222,1
DB00659,interacts,Q14416,1
DB01200,interacts,P21728,1
DB01162,interacts,P35368,1
DB01104,interacts,Q01959,1
DB01088,interacts,Q07343,1
DB00829,interacts,P24046,1
DB00458,interacts,P11229,1
DB00408,interacts,P28223,1
DB01182,interacts,Q14524,1
DB00925,interacts,P62158,1
DB01400,interacts,P22303,1
DB00907,interacts,P31645,1
DB00548,interacts,P14679,1
DB00444,interacts,P11388,1
DB00795,interacts,Q9UPY5,1
DB00334,interacts,P21728,1
DB00193,interacts,P31645,1
DB00492,interacts,P12821,1
DB00642,interacts,P00374,1
DB00921,interacts,P41143,1
DB00937,interacts,Q01959,1
DB01173,interacts,Q9Y5Y9,1
DB00188,interacts,P28074,1
DB00216,interacts,P34969,1
DB00320,interacts,P28221,1
DB01023,interacts,Q13698,1
DB00350,interacts,P23219,1
DB00216,interacts,P28221,1
DB00929,interacts,P43115,1
DB00809,interacts,P20309,1
DB01156,interacts,P23975,1
DB00227,interacts,P20701,1
DB01224,interacts,P28221,1
DB00413,interacts,P14416,1
DB06216,interacts,P18089,1
DB00659,interacts,P41594,1
DB01173,interacts,P23975,1
DB01050,interacts,P23219,1
DB01149,interacts,P28223,1
DB00924,interacts,P28223,1
DB01595,interacts,P14867,1
DB00564,interacts,Q14524,1
DB00200,interacts,O60494,1
DB00575,interacts,P08913,1
DB00907,interacts,Q9Y5Y9,1
DB00842,interacts,P48169,1
DB00749,interacts,P19793,1
DB00411,interacts,P11229,1
DB00794,interacts,P48169,1
DB00419,interacts,Q16739,1
DB00497,interacts,P41143,1
DB01254,interacts,P10721,1
DB06274,interacts,P41145,1
DB01161,interacts,Q8TCU5,1
DB01224,interacts,P14416,1
DB00784,interacts,P35354,1
DB01068,interacts,P14867,1
DB00370,interacts,P46098,1
DB00540,interacts,P08173,1
DB00829,interacts,O14764,1
DB00333,interacts,P35372,1
DB00284,interacts,P04746,1
DB01200,interacts,P08913,1
DB00540,interacts,P35348,1
DB01115,interacts,Q13698,1
DB01067,interacts,P37231,1
DB00953,interacts,P28222,1
DB00246,interacts,P21917,1
DB00669,interacts,P08908,1
DB01151,interacts,P23975,1
DB00622,interacts,Q01668,1
DB00621,interacts,P10275,1
DB06216,interacts,P28223,1
DB01224,interacts,P28223,1
DB00844,interacts,P41143,1
DB01234,interacts,P35228,1
DB00836,interacts,P35372,1
DB00897,interacts,O14764,1
DB00321,interacts,P08172,1
DB01159,interacts,O15554,1
DB00563,interacts,P00374,1
DB00611,interacts,P41143,1
DB01173,interacts,O60391,1
DB01623,interacts,P21728,1
DB00734,interacts,P35368,1
DB00898,interacts,Q8TCU5,1
DB01238,interacts,P34969,1
DB00799,interacts,P28702,1
DB00477,interacts,P21728,1
DB01200,interacts,P28335,1
DB00590,interacts,Q12809,1
DB00745,interacts,P35368,1
DB00980,interacts,P49286,1
DB01041,interacts,P35354,1
DB00708,interacts,P41143,1
DB00413,interacts,P28335,1
DB01238,interacts,P35462,1
DB00321,interacts,P11229,1
DB01268,interacts,P35968,1
DB00357,interacts,P11511,1
DB01364,interacts,P23975,1
DB00292,interacts,P14867,1
DB00458,interacts,P28223,1
DB01356,interacts,P49841,1
DB00661,interacts,P54284,1
DB00277,interacts,P29275,1
DB01017,interacts,P15692,1
DB01142,interacts,P41595,1
DB00195,interacts,P08588,1
DB01149,interacts,P31645,1
DB01149,interacts,P08908,1
DB00363,interacts,P21728,1
DB00772,interacts,P06276,1
DB00496,interacts,P08173,1
DB00818,interacts,P35499,1
DB01158,interacts,P05023,1
DB00897,interacts,P28476,1
DB00630,interacts,P38606,1
DB00714,interacts,P28335,1
DB00897,interacts,P47870,1
DB00231,interacts,P34903,1
DB01238,interacts,P50406,1
DB00586,interacts,O43525,1
DB00434,interacts,P08172,1
DB00425,interacts,P14867,1
DB00203,interacts,P18545,1
DB00889,interacts,P46098,1
DB00714,interacts,P08908,1
DB00363,interacts,P35462,1
DB01195,interacts,P35499,1
DB00204,interacts,Q14500,1
DB01186,interacts,P28222,1
DB00334,interacts,P28221,1
DB01009,interacts,P25024,1
DB01242,interacts,P41595,1
DB00899,interacts,P41145,1
DB01149,interacts,P35368,1
DB00656,interacts,P28223,1
DB00396,interacts,P06401,1
DB00413,interacts,P21917,1
DB01080,interacts,P80404,1
DB00321,interacts,P41145,1
DB00669,interacts,P28221,1
DB06216,interacts,P28222,1
DB01050,interacts,P35354,1
DB01558,interacts,P18507,1
DB00540,interacts,P08908,1
DB00731,interacts,Q09428,1
DB01200,interacts,P21917,1
DB00905,interacts,P42330,1
DB00659,interacts,Q8TCU5,1
DB00674,interacts,P36544,1
DB06335,interacts,P27487,1
DB01183,interacts,P41143,1
DB00334,interacts,P35462,1
DB01136,interacts,P17302,1
DB00757,interacts,P46098,1
DB00795,interacts,P35354,1
DB06209,interacts,Q9H244,1
DB00657,interacts,Q15822,1
DB00248,interacts,P35462,1
DB00561,interacts,Q9NPC2,1
DB00687,interacts,P04150,1
DB00206,interacts,Q05940,1
DB01032,interacts,Q9NSA0,1
DB01558,interacts,P14867,1
DB00398,interacts,P35968,1
DB01254,interacts,P00519,1
DB00193,interacts,P41145,1
DB01100,interacts,P62158,1
DB00533,interacts,P15502,1
DB00281,interacts,P00533,1
DB00228,interacts,Q09470,1
DB01595,interacts,P34903,1
DB00898,interacts,P07327,1
DB00700,interacts,P08235,1
DB00248,interacts,P28223,1
DB00594,interacts,P00749,1
DB00477,interacts,P08908,1
DB01558,interacts,Q8N1C3,1
DB00184,interacts,P43681,1
DB00379,interacts,Q14524,1
DB00978,interacts,P11388,1
DB00321,interacts,P35348,1
DB01149,interacts,Q01959,1
DB00381,interacts,Q13698,1
DB01105,interacts,P31645,1
DB00714,interacts,P28221,1
DB00186,interacts,P18505,1
DB00679,interacts,P35368,1
DB00696,interacts,P28222,1
DB00280,interacts,P11229,1
DB01186,interacts,P28335,1
DB00334,interacts,P35368,1
DB00459,interacts,P13631,1
DB01023,interacts,P02585,1
DB00768,interacts,P04271,1
DB01136,interacts,P35348,1
DB00349,interacts,P24046,1
DB00502,interacts,Q13224,1
DB00246,interacts,P18825,1
DB00358,interacts,P69905,1
DB00204,interacts,Q12809,1
DB00191,interacts,P27338,1
DB00404,interacts,P14867,1
DB00246,interacts,P35368,1
DB00622,interacts,P08173,1
DB00949,interacts,Q8TCU5,1
DB01356,interacts,P42263,1
DB01142,interacts,P08912,1
DB01183,interacts,P16220,1
DB01169,interacts,P27361,1
DB00418,interacts,P34903,1
DB00248,interacts,P28221,1
DB00750,interacts,Q14524,1
DB00714,interacts,Q9NYX4,1
DB00696,interacts,P08913,1
DB00768,interacts,P29034,1
DB01161,interacts,Q01959,1
DB00441,interacts,P23921,1
DB00349,interacts,P28472,1
DB01017,interacts,P09917,1
DB06204,interacts,P46098,1
DB00904,interacts,P46098,1
DB06216,interacts,P08913,1
DB01203,interacts,P08588,1
DB00484,interacts,P08913,1
DB01088,interacts,P00750,1
DB00297,interacts,Q9Y5Y9,1
DB00661,interacts,P31645,1
DB01577,interacts,P18825,1
DB01079,interacts,Q13639,1
DB00334,interacts,P11229,1
DB00384,interacts,P51170,1
DB01558,interacts,P34903,1
DB06204,interacts,P23975,1
DB00333,interacts,Q8TCU5,1
DB00382,interacts,P22303,1
DB00542,interacts,P12821,1
DB00363,interacts,P46098,1
DB00461,interacts,P23219,1
DB01218,interacts,Q12809,1
DB00248,interacts,P28222,1
DB01234,interacts,P04083,1
DB00497,interacts,P41145,1
DB00622,interacts,P54750,1
DB00862,interacts,O76074,1
DB01189,interacts,Q09470,1
DB01260,interacts,P04150,1
DB00903,interacts,P05023,1
DB00323,interacts,P21964,1
DB00674,interacts,P17787,1
DB00401,interacts,Q08289,1
DB00925,interacts,P18089,1
DB01083,interacts,P49327,1
DB00363,interacts,P08172,1
DB00806,interacts,P21589,1
DB00222,interacts,P48048,1
DB00231,interacts,Q99928,1
DB00822,interacts,P09172,1
DB00630,interacts,P29074,1
DB00351,interacts,P06401,1
DB01161,interacts,Q9Y5Y9,1
DB00571,interacts,P08908,1
DB00674,interacts,P02708,1
DB01169,interacts,P05412,1
DB00277,interacts,Q07343,1
DB00661,interacts,Q12809,1
DB00246,interacts,P20309,1
DB01064,interacts,P08588,1
DB00975,interacts,O76074,1
DB00883,interacts,P16066,1
DB06216,interacts,P21917,1
DB00802,interacts,P35372,1
DB00661,interacts,Q00975,1
DB00593,interacts,O43497,1
DB00998,interacts,P28221,1
DB01224,interacts,P35368,1
DB00648,interacts,P10109,1
DB00177,interacts,P30556,1
DB01198,interacts,P30536,1
DB00836,interacts,P41145,1
DB00321,interacts,P41143,1
DB00321,interacts,O43526,1
DB00622,interacts,P11229,1
DB00500,interacts,P35354,1
DB00683,interacts,P24046,1
DB01076,interacts,P35869,1
DB00242,interacts,P00491,1
DB00842,interacts,Q99928,1
DB00334,interacts,P28335,1
DB00850,interacts,P14416,1
DB00898,interacts,P23416,1
DB00714,interacts,P08913,1
DB01340,interacts,P12821,1
DB01136,interacts,Q12809,1
DB01043,interacts,P46098,1
DB00575,interacts,P18089,1
DB00280,interacts,Q14524,1
DB00734,interacts,P14416,1
DB00246,interacts,P28221,1
DB00696,interacts,P35348,1
DB00518,interacts,P68371,1
DB00431,interacts,P18505,1
DB01149,interacts,P08913,1
DB00481,interacts,P03372,1
DB00268,interacts,P18089,1
DB01174,interacts,P42262,1
DB00652,interacts,P35372,1
DB00371,interacts,P34903,1
DB00215,interacts,P31645,1
DB00703,interacts,P00918,1
DB00690,interacts,P47870,1
DB00246,interacts,P35462,1
DB00376,interacts,P08912,1
DB00850,interacts,P62158,1
DB00408,interacts,P21728,1
DB01591,interacts,P08173,1
DB00543,interacts,P14867,1
DB04861,interacts,P07550,1
DB00768,interacts,P23297,1
DB00925,interacts,P18825,1
DB00393,interacts,Q01668,1
DB01017,interacts,P99999,1
DB00248,interacts,P34969,1
DB00364,interacts,P02675,1
DB00475,interacts,P28472,1
DB00706,interacts,P35368,1
DB01200,interacts,P18089,1
DB00756,interacts,P00367,1
DB01174,interacts,P43681,1
DB01186,interacts,P18825,1
DB00715,interacts,P08172,1
DB00963,interacts,P23219,1
DB00751,interacts,P28223,1
DB00543,interacts,P23975,1
DB00246,interacts,P21918,1
DB06800,interacts,P35372,1
DB01224,interacts,P35348,1
DB00376,interacts,P08172,1
DB00521,interacts,P08588,1
DB01029,interacts,P05412,1
DB00654,interacts,P43088,1
DB00909,interacts,P23280,1
DB00496,interacts,P20309,1
DB00321,interacts,Q9UK17,1
DB01215,interacts,P28476,1
DB01558,interacts,P47870,1
DB00210,interacts,P28702,1
DB00188,interacts,Q13200,1
DB01238,interacts,P08173,1
DB01595,interacts,Q99928,1
DB00242,interacts,P09884,1
DB00703,interacts,P22748,1
DB00696,interacts,P18089,1
DB00794,interacts,P34903,1
DB01275,interacts,Q16853,1
DB01097,interacts,P35869,1
DB00247,interacts,P28223,1
DB00598,interacts,P07550,1
DB00321,interacts,Q09470,1
DB00842,interacts,P34903,1
DB01119,interacts,P55017,1
DB01558,interacts,P24046,1
DB00714,interacts,P18825,1
DB00635,interacts,P04150,1
DB00673,interacts,P25103,1
DB00349,interacts,P18507,1
DB01623,interacts,P28223,1
DB00472,interacts,P31645,1
DB01241,interacts,Q07869,1
DB01406,interacts,P30968,1
DB01073,interacts,P23921,1
DB01151,interacts,P28223,1
DB00952,interacts,P28221,1
DB00714,interacts,P35462,1
DB00398,interacts,P10721,1
DB00363,interacts,P35348,1
DB00335,interacts,P08588,1
DB00836,interacts,P41143,1
DB01224,interacts,P08173,1
DB01068,interacts,P28476,1
DB00661,interacts,O43497,1
DB00811,interacts,P22413,1
DB01273,interacts,P43681,1
DB01291,interacts,P08588,1
DB00968,interacts,P08913,1
DB01595,interacts,P28472,1
DB00819,interacts,P22748,1
DB00334,interacts,P34969,1
DB01238,interacts,P18825,1
DB00334,interacts,P18825,1
DB01115,interacts,Q01668,1
DB00989,interacts,P06276,1
DB01215,interacts,P47870,1
DB00248,interacts,P21728,1
DB00180,interacts,P04150,1
DB00248,interacts,P18825,1
DB00540,interacts,P08912,1
DB00313,interacts,P80404,1
DB00896,interacts,P04150,1
DB01032,interacts,Q4U2R8,1
DB00554,interacts,P23219,1
DB00312,interacts,P43681,1
DB00674,interacts,P06276,1
DB00683,interacts,P14867,1
DB00862,interacts,Q13956,1
DB00243,interacts,Q14524,1
DB01254,interacts,P06239,1
DB00458,interacts,P08912,1
DB00731,interacts,P37231,1
DB01115,interacts,O95180,1
DB01623,interacts,P14416,1
DB06711,interacts,P08913,1
DB00458,interacts,Q9UK17,1
DB00246,interacts,P21728,1
DB01215,interacts,Q8N1C3,1
DB00446,interacts,P08174,1
DB00284,interacts,P10253,1
DB00598,interacts,P35368,1
DB00642,interacts,P22102,1
DB01205,interacts,P14867,1
DB01119,interacts,P05023,1
DB00371,interacts,P48169,1
DB00334,interacts,P18089,1
DB00806,interacts,P30542,1
DB00327,interacts,P41145,1
DB00962,interacts,P14867,1
DB00921,interacts,P41145,1
DB00185,interacts,P11229,1
DB01320,interacts,Q14524,1
DB00594,interacts,P19801,1
DB00706,interacts,P25100,1
