entity,id
DB00672,229
DB00673,230
DB00674,231
DB00675,232
DB00678,233
DB00679,234
DB00680,235
DB00683,236
DB00685,237
DB00687,238
DB00690,239
DB00691,240
DB00692,241
DB00694,242
DB00695,243
DB00696,244
DB00697,245
DB00700,246
DB00703,247
DB00704,248
DB00706,249
DB00708,250
DB00712,251
DB00714,252
DB00715,253
DB00721,254
DB00724,255
DB00727,256
DB00728,257
DB00731,258
DB00732,259
DB00733,260
DB00734,261
DB00740,262
DB00745,263
DB00749,264
DB00750,265
DB00751,266
DB00753,267
DB00754,268
DB00756,269
DB00757,270
DB00758,271
DB00759,272
DB00762,273
DB00763,274
DB00768,275
DB00772,276
DB00773,277
DB00776,278
DB00780,279
DB00782,280
DB00783,281
DB00784,282
DB00788,283
DB00790,284
DB00794,285
DB00795,286
DB00796,287
DB00799,288
DB00800,289
DB00802,290
DB00804,291
DB00806,292
DB00808,293
DB00809,294
DB00810,295
DB00811,296
DB00813,297
DB00814,298
DB00818,299
DB00819,300
DB00820,301
DB00822,302
DB00829,303
DB00831,304
DB00834,305
DB00835,306
DB00836,307
DB00839,308
DB00841,309
DB00842,310
DB00843,311
DB00844,312
DB00850,313
DB00851,314
DB00860,315
DB00861,316
DB00862,317
DB00863,318
DB00864,319
DB00868,320
DB00869,321
DB00870,322
DB00871,323
DB00872,324
DB00876,325
DB00881,326
DB00883,327
DB00887,328
DB00889,329
DB00896,330
DB00897,331
DB00898,332
DB00899,333
DB00900,334
DB00903,335
DB00904,336
DB00905,337
DB00906,338
DB00907,339
DB00908,340
DB00909,341
DB00910,342
DB00912,343
DB00915,344
DB00918,345
DB00920,346
DB00921,347
DB00924,348
DB00925,349
DB00927,350
DB00929,351
DB00933,352
DB00937,353
DB00938,354
DB00949,355
DB00952,356
DB00953,357
DB00959,358
DB00960,359
DB00961,360
DB00962,361
DB00963,362
DB00964,363
DB00966,364
DB00968,365
DB00969,366
DB00973,367
DB00975,368
DB00978,369
DB00979,370
DB00980,371
DB00981,372
DB00983,373
DB00986,374
DB00988,375
DB00989,376
DB00990,377
DB00991,378
DB00993,379
DB00996,380
DB00997,381
DB00998,382
DB00999,383
DB01005,384
DB01006,385
DB01009,386
DB01011,387
DB01012,388
DB01013,389
DB01014,390
DB01017,391
DB01018,392
DB01019,393
DB01023,394
DB01024,395
DB01029,396
DB01030,397
DB01032,398
DB01035,399
DB01036,400
DB01037,401
DB01039,402
DB01041,403
DB01043,404
DB01047,405
DB01050,406
DB01059,407
DB01062,408
DB01064,409
DB01067,410
DB01068,411
DB01069,412
DB01073,413
DB01076,414
DB01079,415
DB01080,416
DB01083,417
DB01085,418
DB01086,419
DB01087,420
DB01088,421
DB01095,422
DB01097,423
DB01098,424
DB01100,425
DB01101,426
DB01104,427
DB01105,428
DB01106,429
DB01110,430
DB01113,431
DB01114,432
DB01115,433
DB01118,434
DB01119,435
DB01120,436
DB01128,437
DB01130,438
DB01132,439
DB01136,440
DB01142,441
DB01143,442
DB01148,443
DB01149,444
DB01151,445
DB01156,446
DB01157,447
DB01158,448
DB01159,449
DB01161,450
DB01162,451
DB01165,452
DB01169,453
DB01173,454
DB01174,455
DB01177,456
DB01182,457
DB01183,458
DB01184,459
DB01185,460
DB01186,461
DB01189,462
DB01193,463
DB01194,464
DB01195,465
DB01196,466
DB01198,467
DB01200,468
DB01203,469
DB01204,470
DB01205,471
DB01206,472
DB01210,473
DB01214,474
DB01215,475
DB01217,476
DB01218,477
DB01219,478
DB01220,479
DB01221,480
DB01222,481
DB01223,482
DB01224,483
DB01226,484
DB01229,485
DB01233,486
DB01234,487
DB01236,488
DB01238,489
DB01241,490
DB01242,491
DB01247,492
DB01248,493
DB01250,494
DB01254,495
DB01258,496
DB01260,497
DB01261,498
DB01268,499
DB01273,500
DB01275,501
DB01280,502
DB01291,503
DB01320,504
DB01324,505
DB01327,506
DB01337,507
DB01340,508
DB01356,509
DB01364,510
DB01367,511
DB01378,512
DB01393,513
DB01394,514
DB01400,515
DB01406,516
DB01409,517
DB01410,518
DB01427,519
DB01558,520
DB01577,521
DB01591,522
DB01595,523
DB01611,524
DB01612,525
DB01618,526
DB01623,527
DB01656,528
DB04839,529
DB04844,530
DB04845,531
DB04861,532
DB04896,533
DB05246,534
DB06201,535
DB06204,536
DB06209,537
DB06212,538
DB06216,539
DB06228,540
DB06274,541
DB06287,542
DB06335,543
DB06695,544
DB06710,545
DB06711,546
DB06800,547
DB08860,548
P22888,549
P30968,550
P10745,551
P09455,552
P00352,553
Q92781,554
P12271,555
O95237,556
P04035,557
P31645,558
P30556,559
P12821,560
P04150,561
Q9UBS5,562
O75899,563
Q05940,564
Q01959,565
Q15822,566
P43681,567
P17787,568
P36544,569
P30926,570
P32297,571
P30532,572
P20309,573
P11229,574
P24046,575
P48169,576
P34903,577
P30536,578
P14867,579
P18505,580
P28472,581
P47870,582
P18507,583
Q8N1C3,584
Q99928,585
P28476,586
O14764,587
P08588,588
Q99460,589
Q13200,590
P20618,591
P28074,592
P49721,593
P23975,594
P27338,595
P21397,596
P41143,597
P28335,598
P41145,599
Q8TCU5,600
P35372,601
P07550,602
P37231,603
P05121,604
Q99808,605
P62508,606
P11474,607
Q99519,608
P23141,609
Q8IVH4,610
Q96EY8,611
Q99707,612
Q9UBK8,613
P22033,614
O60494,615
P30542,616
Q07343,617
P21817,618
P29274,619
P08172,620
O76074,621
P18545,622
Q13956,623
Q12809,624
Q14500,625
P00374,626
Q9H244,627
P28702,628
P13631,629
P10826,630
P19793,631
P10276,632
P48443,633
P35348,634
P35368,635
P08908,636
P41595,637
P30939,638
P34969,639
P28221,640
P28222,641
P11388,642
Q09428,643
P48048,644
Q14654,645
P20701,646
Q92769,647
P03886,648
Q12791,649
P42261,650
Q09470,651
O00555,652
P00491,653
P23921,654
P09884,655
P31350,656
Q7LG56,657
Q07864,658
P56282,659
Q9NR33,660
Q9NRF9,661
Q14524,662
P21728,663
P21918,664
P08912,665
P08913,666
P46098,667
P18825,668
P21917,669
P08173,670
P28223,671
P18089,672
P35462,673
P14416,674
P50406,675
O15554,676
P00918,677
P39086,678
P22748,679
P29275,680
P27815,681
P00734,682
Q9NZV8,683
Q9UK17,684
Q9Y5Y9,685
P00533,686
P14324,687
O43451,688
P10253,689
P14410,690
P04746,691
P43088,692
P04083,693
P04818,694
P34995,695
P00747,696
O00180,697
Q13936,698
Q13621,699
Q13002,700
P42262,701
P80404,702
Q9UKV0,703
P23219,704
P35354,705
P25100,706
O43526,707
P04629,708
Q16620,709
P21964,710
Q04760,711
P14555,712
Q9Y478,713
P62942,714
P42345,715
P06401,716
P11511,717
P05108,718
P69905,719
P07437,720
Q9H3N8,721
Q9NYX4,722
P02671,723
P01133,724
P09038,725
P02675,726
P02679,727
P03372,728
P10275,729
P13945,730
P43119,731
Q03181,732
P35869,733
Q00975,734
Q08289,735
Q13698,736
Q01668,737
P22303,738
P06276,739
P51168,740
P37088,741
P51172,742
P51170,743
P05023,744
P08235,745
O00305,746
O60840,747
P54284,748
P05093,749
P35916,750
P04049,751
P36888,752
P09619,753
P35968,754
P10721,755
P15056,756
Q16739,757
P48167,758
P23416,759
P47989,760
P30085,761
P08174,762
Q05586,763
O15399,764
Q13224,765
Q14957,766
P09917,767
P33151,768
O14788,769
Q92731,770
O15530,771
P21554,772
P34972,773
P25021,774
Q71U36,775
P68371,776
P55017,777
O75469,778
P15502,779
P05164,780
P68366,781
P14679,782
P07202,783
Q99250,784
P24530,785
P25101,786
O14649,787
Q9NPC2,788
P78348,789
P35499,790
O43525,791
O43497,792
P19801,793
Q16515,794
P19634,795
P00749,796
P15121,797
P27361,798
P01375,799
Q9NR96,800
P09210,801
P07900,802
P14625,803
P00519,804
P16234,805
P07333,806
P07949,807
Q08345,808
P62158,809
P54750,810
P29074,811
Q13332,812
P23469,813
P38606,814
P05107,815
P22102,816
P31939,817
P10109,818
P15538,819
Q08499,820
Q99720,821
Q13255,822
Q14416,823
P41594,824
Q14832,825
P25103,826
P02708,827
P11230,828
Q07001,829
P07510,830
Q04844,831
Q9BYF1,832
Q02880,833
Q9Y2I1,834
Q9NYK1,835
Q9NR97,836
P16066,837
Q9UPY5,838
P09622,839
P00367,840
P04156,841
P11387,842
Q99584,843
P23297,844
P04271,845
P80511,846
P29034,847
Q16853,848
O14920,849
O15111,850
P21589,851
P15382,852
P51787,853
P49902,854
P22413,855
P29972,856
P07451,857
P05091,858
P09172,859
P63316,860
P26447,861
P01189,862
Q14181,863
P52209,864
P37288,865
P30518,866
P55011,867
Q9UP95,868
P13569,869
P07327,870
P00326,871
Q13639,872
P42330,873
P43115,874
P30531,875
O95180,876
O43570,877
Q9NY46,878
Q16790,879
P23280,880
P35219,881
Q07699,882
Q9NY72,883
Q8IWT1,884
P11473,885
P43116,886
P15144,887
Q9Y233,888
P00813,889
P49286,890
P48039,891
P00492,892
P25024,893
P41180,894
P15692,895
P29466,896
P99999,897
P01584,898
P42574,899
P02585,900
P12268,901
P05412,902
Q9NSA0,903
Q4U2R8,904
Q96RD7,905
P26358,906
Q07869,907
O60882,908
P21802,909
P19838,910
Q99835,911
P28482,912
P27986,913
O00459,914
Q92569,915
P27707,916
P27487,917
P16233,918
P49327,919
P07098,920
P16083,921
P08729,922
P00750,923
Q14289,924
O95665,925
P35228,926
P29474,927
Q16558,928
Q9H2S1,929
P16860,930
P17302,931
P19320,932
P10696,933
P17405,934
O60391,935
P48549,936
P48051,937
P59768,938
P08100,939
P31749,940
P24385,941
Q16881,942
P16220,943
P16471,944
P11137,945
P78559,946
Q9H169,947
Q9H4B7,948
P10415,949
P51843,950
P09211,951
P01579,952
P42684,953
P12931,954
P06241,955
P07947,956
P29317,957
P06239,958
P51692,959
P00797,960
P17948,961
P27169,962
P42263,963
O14732,964
P49841,965
P29218,966
P13500,967
Q13509,968
P00742,969
