drug_id,target_id,interaction
e_D56,T582,1
e_D57,T110,1
e_D58,T109,1
e_D59,T334,1
e_D59,T532,1
e_D60,T115,1
e_D61,T237,1
e_D62,T121,1
e_D62,T447,1
e_D63,T218,1
e_D63,T222,1
e_D63,T236,1
e_D63,T645,1
e_D64,T19,1
e_D64,T32,1
e_D64,T81,1
e_D64,T82,1
e_D64,T93,1
e_D64,T94,1
e_D64,T122,1
e_D64,T123,1
e_D64,T124,1
e_D64,T221,1
e_D64,T319,1
e_D64,T337,1
e_D64,T373,1
e_D64,T519,1
e_D64,T520,1
e_D64,T566,1
e_D64,T622,1
e_D65,T39,1
e_D65,T209,1
e_D65,T302,1
e_D65,T604,1
e_D65,T605,1
e_D65,T606,1
e_D65,T607,1
e_D65,T608,1
e_D65,T609,1
e_D65,T610,1
e_D65,T611,1
e_D65,T612,1
e_D65,T613,1
e_D66,T384,1
e_D67,T237,1
e_D67,T256,1
e_D68,T601,1
e_D69,T28,1
e_D69,T81,1
e_D69,T82,1
e_D69,T83,1
e_D69,T84,1
e_D69,T85,1
e_D69,T86,1
e_D69,T87,1
e_D69,T88,1
e_D69,T89,1
e_D69,T90,1
e_D69,T91,1
e_D69,T92,1
e_D69,T93,1
e_D69,T94,1
e_D69,T95,1
e_D69,T96,1
e_D69,T97,1
e_D69,T98,1
e_D69,T99,1
e_D69,T100,1
e_D69,T101,1
e_D69,T102,1
e_D69,T103,1
e_D69,T104,1
e_D69,T105,1
e_D69,T106,1
e_D69,T107,1
e_D69,T108,1
e_D69,T109,1
e_D69,T110,1
e_D69,T111,1
e_D69,T146,1
e_D69,T224,1
e_D69,T241,1
e_D69,T252,1
e_D69,T321,1
e_D69,T380,1
e_D69,T392,1
e_D69,T518,1
e_D69,T550,1
e_D69,T635,1
e_D69,T647,1
e_D69,T657,1
e_D70,T27,1
e_D70,T233,1
e_D70,T376,1
e_D70,T393,1
e_D70,T395,1
e_D70,T396,1
e_D70,T397,1
e_D70,T398,1
e_D70,T399,1
e_D70,T400,1
e_D70,T401,1
e_D70,T404,1
e_D70,T405,1
e_D70,T406,1
e_D70,T407,1
e_D70,T408,1
e_D70,T409,1
e_D70,T640,1
e_D70,T641,1
e_D71,T27,1
e_D71,T233,1
e_D71,T376,1
e_D71,T393,1
e_D71,T395,1
e_D71,T396,1
e_D71,T397,1
e_D71,T398,1
e_D71,T399,1
e_D71,T400,1
e_D71,T401,1
e_D71,T404,1
e_D71,T405,1
e_D71,T406,1
e_D71,T407,1
e_D71,T408,1
e_D71,T409,1
e_D71,T640,1
e_D71,T641,1
e_D72,T93,1
e_D72,T97,1
e_D73,T115,1
e_D74,T90,1
e_D74,T97,1
e_D75,T164,1
e_D75,T317,1
e_D75,T324,1
e_D75,T325,1
e_D75,T627,1
e_D75,T631,1
e_D76,T93,1
e_D76,T97,1
e_D77,T13,1
e_D77,T318,1
e_D78,T82,1
e_D78,T89,1
e_D78,T93,1
e_D78,T97,1
e_D78,T191,1
e_D79,T118,1
e_D80,T89,1
e_D80,T97,1
e_D80,T309,1
e_D80,T379,1
e_D81,T604,1
e_D81,T605,1
e_D81,T607,1
e_D82,T348,1
e_D83,T93,1
e_D84,T519,1
e_D84,T520,1
e_D85,T237,1
e_D85,T256,1
e_D86,T89,1
e_D86,T91,1
e_D87,T424,1
e_D88,T424,1
e_D89,T424,1
e_D90,T519,1
e_D90,T520,1
e_D91,T125,1
e_D91,T228,1
e_D91,T238,1
e_D91,T255,1
e_D91,T361,1
e_D91,T379,1
e_D91,T382,1
e_D91,T529,1
e_D91,T531,1
e_D91,T551,1
e_D91,T552,1
e_D91,T570,1
e_D91,T632,1
e_D91,T663,1
e_D92,T256,1
e_D93,T39,1
e_D93,T209,1
e_D93,T302,1
e_D93,T604,1
e_D93,T605,1
e_D93,T606,1
e_D93,T607,1
e_D93,T608,1
e_D93,T609,1
e_D93,T610,1
e_D93,T611,1
e_D93,T612,1
e_D93,T613,1
e_D94,T256,1
e_D95,T271,1
e_D96,T115,1
e_D97,T97,1
e_D98,T138,1
e_D99,T27,1
e_D99,T233,1
e_D99,T376,1
e_D99,T393,1
e_D99,T395,1
e_D99,T396,1
e_D99,T397,1
e_D99,T398,1
e_D99,T399,1
e_D99,T400,1
e_D99,T401,1
e_D99,T404,1
e_D99,T405,1
e_D99,T406,1
e_D99,T407,1
e_D99,T408,1
e_D99,T409,1
e_D99,T640,1
e_D99,T641,1
e_D100,T212,1
e_D100,T519,1
e_D100,T520,1
e_D100,T584,1
e_D101,T28,1
e_D101,T81,1
e_D101,T82,1
e_D101,T83,1
e_D101,T84,1
e_D101,T85,1
e_D101,T86,1
e_D101,T87,1
e_D101,T88,1
e_D101,T89,1
e_D101,T90,1
e_D101,T91,1
e_D101,T92,1
e_D101,T93,1
e_D101,T94,1
e_D101,T95,1
e_D101,T96,1
e_D101,T97,1
e_D101,T98,1
e_D101,T99,1
e_D101,T100,1
e_D101,T101,1
e_D101,T102,1
e_D101,T103,1
e_D101,T104,1
e_D101,T105,1
e_D101,T106,1
e_D101,T107,1
e_D101,T108,1
e_D101,T109,1
e_D101,T110,1
e_D101,T111,1
e_D101,T146,1
e_D101,T224,1
e_D101,T241,1
e_D101,T252,1
e_D101,T321,1
e_D101,T380,1
e_D101,T392,1
e_D101,T518,1
e_D101,T550,1
e_D101,T635,1
e_D101,T647,1
e_D101,T657,1
e_D102,T115,1
e_D103,T97,1
e_D104,T256,1
e_D105,T28,1
e_D105,T81,1
e_D105,T82,1
e_D105,T83,1
e_D105,T84,1
e_D105,T85,1
e_D105,T86,1
e_D105,T87,1
e_D105,T88,1
e_D105,T89,1
e_D105,T90,1
e_D105,T91,1
e_D105,T92,1
e_D105,T93,1
e_D105,T94,1
e_D105,T95,1
e_D105,T96,1
e_D105,T97,1
e_D105,T98,1
e_D105,T99,1
e_D105,T100,1
e_D105,T101,1
e_D105,T102,1
e_D105,T103,1
e_D105,T104,1
e_D105,T105,1
e_D105,T106,1
e_D105,T107,1
e_D105,T108,1
e_D105,T109,1
e_D105,T110,1
e_D105,T111,1
e_D105,T146,1
e_D105,T224,1
e_D105,T241,1
e_D105,T252,1
e_D105,T321,1
e_D105,T380,1
e_D105,T392,1
e_D105,T518,1
e_D105,T550,1
e_D105,T635,1
e_D105,T647,1
e_D105,T657,1
e_D106,T256,1
e_D107,T122,1
e_D107,T123,1
e_D107,T124,1
e_D107,T201,1
e_D107,T202,1
e_D107,T337,1
e_D107,T585,1
e_D107,T600,1
e_D108,T28,1
e_D108,T82,1
e_D108,T83,1
e_D108,T84,1
e_D108,T85,1
e_D108,T86,1
e_D108,T87,1
e_D108,T88,1
e_D108,T89,1
e_D108,T90,1
e_D108,T91,1
e_D108,T92,1
e_D108,T93,1
e_D108,T94,1
e_D108,T95,1
e_D108,T96,1
e_D108,T97,1
e_D108,T98,1
e_D108,T99,1
e_D108,T100,1
e_D108,T101,1
e_D108,T102,1
e_D108,T104,1
e_D108,T106,1
e_D108,T107,1
e_D108,T108,1
e_D108,T109,1
e_D108,T110,1
e_D108,T111,1
e_D108,T146,1
e_D108,T224,1
e_D108,T241,1
e_D108,T252,1
e_D108,T276,1
e_D108,T277,1
e_D108,T321,1
e_D108,T380,1
e_D108,T384,1
e_D108,T392,1
e_D108,T518,1
e_D108,T550,1
e_D108,T635,1
e_D108,T647,1
e_D108,T657,1
e_D109,T212,1
e_D110,T89,1
e_D110,T91,1
e_D111,T27,1
e_D111,T31,1
e_D111,T54,1
e_D111,T64,1
e_D111,T198,1
e_D111,T233,1
e_D111,T239,1
e_D111,T264,1
e_D111,T281,1
e_D111,T376,1
e_D111,T381,1
e_D111,T383,1
e_D111,T393,1
e_D111,T395,1
e_D111,T396,1
e_D111,T397,1
e_D111,T398,1
e_D111,T399,1
e_D111,T400,1
e_D111,T401,1
e_D111,T402,1
e_D111,T403,1
e_D111,T404,1
e_D111,T405,1
e_D111,T406,1
e_D111,T407,1
e_D111,T408,1
e_D111,T409,1
e_D111,T411,1
e_D111,T415,1
e_D111,T416,1
e_D111,T417,1
e_D111,T428,1
e_D111,T429,1
e_D111,T430,1
e_D111,T431,1
e_D111,T432,1
e_D111,T433,1
e_D111,T434,1
e_D111,T435,1
e_D111,T487,1
e_D111,T489,1
e_D111,T556,1
e_D111,T557,1
e_D111,T633,1
e_D111,T640,1
e_D111,T641,1
e_D112,T566,1
e_D113,T115,1
e_D114,T62,1
e_D114,T192,1
e_D114,T292,1
e_D114,T415,1
e_D115,T519,1
e_D115,T520,1
e_D116,T97,1
e_D116,T271,1
e_D117,T28,1
e_D117,T81,1
e_D117,T82,1
e_D117,T83,1
e_D117,T84,1
e_D117,T85,1
e_D117,T86,1
e_D117,T87,1
e_D117,T88,1
e_D117,T89,1
e_D117,T90,1
e_D117,T92,1
e_D117,T93,1
e_D117,T94,1
e_D117,T95,1
e_D117,T96,1
e_D117,T97,1
e_D117,T98,1
e_D117,T99,1
e_D117,T100,1
e_D117,T101,1
e_D117,T102,1
e_D117,T103,1
e_D117,T104,1
e_D117,T106,1
e_D117,T107,1
e_D117,T108,1
e_D117,T109,1
e_D117,T110,1
e_D117,T111,1
e_D117,T146,1
e_D117,T224,1
e_D117,T241,1
e_D117,T252,1
e_D117,T321,1
e_D117,T380,1
e_D117,T392,1
e_D117,T518,1
e_D117,T550,1
e_D117,T635,1
e_D117,T647,1
e_D117,T657,1
e_D118,T1,1
e_D118,T45,1
e_D118,T211,1
e_D118,T212,1
e_D118,T213,1
e_D118,T214,1
e_D118,T215,1
e_D118,T289,1
e_D118,T304,1
e_D118,T320,1
e_D118,T660,1
e_D119,T520,1
e_D120,T191,1
e_D121,T519,1
e_D121,T520,1
e_D122,T82,1
e_D122,T93,1
e_D123,T362,1
e_D124,T115,1
e_D125,T519,1
e_D125,T520,1
e_D126,T361,1
e_D127,T334,1
e_D128,T118,1
e_D129,T164,1
e_D130,T623,1
e_D131,T27,1
e_D131,T31,1
e_D131,T54,1
e_D131,T64,1
e_D131,T192,1
e_D131,T198,1
e_D131,T233,1
e_D131,T239,1
e_D131,T264,1
e_D131,T267,1
e_D131,T281,1
e_D131,T291,1
e_D131,T354,1
e_D131,T381,1
e_D131,T383,1
e_D131,T388,1
e_D131,T393,1
e_D131,T395,1
e_D131,T396,1
e_D131,T397,1
e_D131,T398,1
e_D131,T399,1
e_D131,T400,1
e_D131,T401,1
e_D131,T402,1
e_D131,T403,1
e_D131,T404,1
e_D131,T405,1
e_D131,T406,1
e_D131,T408,1
e_D131,T409,1
e_D131,T411,1
e_D131,T415,1
e_D131,T416,1
e_D131,T417,1
e_D131,T428,1
e_D131,T429,1
e_D131,T430,1
e_D131,T431,1
e_D131,T432,1
e_D131,T433,1
e_D131,T434,1
e_D131,T435,1
e_D131,T487,1
e_D131,T489,1
e_D131,T523,1
e_D131,T556,1
e_D131,T557,1
e_D131,T630,1
e_D131,T633,1
e_D131,T640,1
e_D131,T641,1
e_D132,T93,1
e_D132,T97,1
e_D133,T324,1
e_D133,T325,1
e_D134,T211,1
e_D134,T212,1
e_D134,T213,1
e_D134,T214,1
e_D134,T215,1
e_D134,T309,1
e_D134,T320,1
e_D134,T518,1
e_D134,T519,1
e_D134,T520,1
e_D135,T89,1
e_D135,T91,1
e_D136,T191,1
e_D137,T352,1
e_D138,T352,1
e_D139,T39,1
e_D139,T209,1
e_D139,T302,1
e_D139,T604,1
e_D139,T605,1
e_D139,T606,1
e_D139,T607,1
e_D139,T608,1
e_D139,T609,1
e_D139,T610,1
e_D139,T611,1
e_D139,T612,1
e_D139,T613,1
e_D140,T39,1
e_D140,T209,1
e_D140,T302,1
e_D140,T604,1
e_D140,T605,1
e_D140,T606,1
e_D140,T607,1
e_D140,T608,1
e_D140,T609,1
e_D140,T610,1
e_D140,T611,1
e_D140,T612,1
e_D140,T613,1
e_D141,T93,1
e_D141,T97,1
e_D142,T27,1
e_D142,T28,1
e_D142,T31,1
e_D142,T54,1
e_D142,T64,1
e_D142,T81,1
e_D142,T82,1
e_D142,T83,1
e_D142,T84,1
e_D142,T86,1
e_D142,T87,1
e_D142,T88,1
e_D142,T89,1
e_D142,T90,1
e_D142,T91,1
e_D142,T92,1
e_D142,T93,1
e_D142,T94,1
e_D142,T95,1
e_D142,T96,1
e_D142,T97,1
e_D142,T98,1
e_D142,T99,1
e_D142,T100,1
e_D142,T101,1
e_D142,T102,1
e_D142,T103,1
e_D142,T104,1
e_D142,T105,1
e_D142,T106,1
e_D142,T107,1
e_D142,T108,1
e_D142,T109,1
e_D142,T110,1
e_D142,T111,1
e_D142,T146,1
e_D142,T198,1
e_D142,T224,1
e_D142,T233,1
e_D142,T239,1
e_D142,T241,1
e_D142,T252,1
e_D142,T264,1
e_D142,T281,1
e_D142,T321,1
e_D142,T345,1
e_D142,T380,1
e_D142,T381,1
e_D142,T383,1
e_D142,T392,1
e_D142,T393,1
e_D142,T395,1
e_D142,T396,1
e_D142,T397,1
e_D142,T398,1
e_D142,T399,1
e_D142,T400,1
e_D142,T401,1
e_D142,T402,1
e_D142,T403,1
e_D142,T404,1
e_D142,T405,1
e_D142,T406,1
e_D142,T408,1
e_D142,T409,1
e_D142,T411,1
e_D142,T415,1
e_D142,T416,1
e_D142,T417,1
e_D142,T428,1
e_D142,T429,1
e_D142,T430,1
e_D142,T431,1
e_D142,T432,1
e_D142,T433,1
e_D142,T434,1
e_D142,T435,1
e_D142,T487,1
e_D142,T489,1
e_D142,T518,1
e_D142,T550,1
e_D142,T556,1
e_D142,T557,1
e_D142,T633,1
e_D142,T635,1
e_D142,T640,1
e_D142,T641,1
e_D142,T647,1
e_D142,T657,1
e_D143,T379,1
e_D144,T89,1
e_D145,T125,1
e_D146,T89,1
e_D147,T605,1
e_D147,T607,1
e_D148,T39,1
e_D148,T209,1
e_D148,T302,1
e_D148,T604,1
e_D148,T605,1
e_D148,T606,1
e_D148,T607,1
e_D148,T608,1
e_D148,T609,1
e_D148,T610,1
e_D148,T611,1
e_D148,T612,1
e_D148,T613,1
e_D149,T28,1
e_D149,T81,1
e_D149,T82,1
e_D149,T83,1
e_D149,T84,1
e_D149,T85,1
e_D149,T86,1
e_D149,T87,1
e_D149,T88,1
e_D149,T89,1
e_D149,T90,1
e_D149,T91,1
e_D149,T92,1
e_D149,T93,1
e_D149,T95,1
e_D149,T96,1
e_D149,T97,1
e_D149,T98,1
e_D149,T99,1
e_D149,T100,1
e_D149,T101,1
e_D149,T102,1
e_D149,T103,1
e_D149,T104,1
e_D149,T105,1
e_D149,T106,1
e_D149,T107,1
e_D149,T108,1
e_D149,T109,1
e_D149,T110,1
e_D149,T111,1
e_D149,T146,1
e_D149,T224,1
e_D149,T231,1
e_D149,T241,1
e_D149,T252,1
e_D149,T321,1
e_D149,T380,1
e_D149,T391,1
e_D149,T392,1
e_D149,T518,1
e_D149,T550,1
e_D149,T635,1
e_D149,T647,1
e_D149,T657,1
e_D150,T94,1
e_D150,T231,1
e_D150,T391,1
e_D151,T94,1
e_D151,T231,1
e_D151,T391,1
e_D152,T231,1
e_D152,T391,1
e_D153,T231,1
e_D153,T391,1
e_D154,T94,1
e_D154,T231,1
e_D154,T391,1
e_D155,T379,1
e_D156,T97,1
e_D157,T164,1
e_D158,T122,1
e_D158,T123,1
e_D158,T124,1
e_D158,T319,1
e_D158,T337,1
e_D158,T585,1
e_D158,T600,1
e_D158,T622,1
e_D159,T82,1
e_D159,T93,1
e_D159,T97,1
e_D160,T519,1
e_D160,T520,1
e_D161,T91,1
e_D161,T519,1
e_D161,T520,1
e_D162,T519,1
e_D162,T520,1
e_D163,T81,1
e_D163,T82,1
e_D164,T28,1
e_D164,T81,1
e_D164,T82,1
e_D164,T83,1
e_D164,T84,1
e_D164,T85,1
e_D164,T86,1
e_D164,T87,1
e_D164,T88,1
e_D164,T89,1
e_D164,T90,1
e_D164,T91,1
e_D164,T92,1
e_D164,T93,1
e_D164,T94,1
e_D164,T95,1
e_D164,T96,1
e_D164,T97,1
e_D164,T98,1
e_D164,T99,1
e_D164,T100,1
e_D164,T101,1
e_D164,T102,1
e_D164,T103,1
e_D164,T104,1
e_D164,T105,1
e_D164,T106,1
e_D164,T107,1
e_D164,T109,1
e_D164,T110,1
e_D164,T111,1
e_D164,T146,1
e_D164,T224,1
e_D164,T241,1
e_D164,T252,1
e_D164,T321,1
e_D164,T380,1
e_D164,T392,1
e_D164,T518,1
e_D164,T550,1
e_D164,T635,1
e_D164,T647,1
e_D164,T657,1
e_D165,T19,1
e_D165,T32,1
e_D165,T122,1
e_D165,T123,1
e_D165,T124,1
e_D165,T221,1
e_D165,T243,1
e_D165,T244,1
e_D165,T245,1
e_D165,T246,1
e_D165,T247,1
e_D165,T248,1
e_D165,T319,1
e_D165,T337,1
e_D165,T373,1
e_D165,T622,1
e_D166,T574,1
e_D167,T79,1
e_D167,T128,1
e_D167,T578,1
e_D167,T579,1
e_D167,T589,1
e_D167,T598,1
e_D167,T599,1
e_D168,T91,1
e_D169,T90,1
e_D170,T115,1
e_D171,T115,1
e_D172,T115,1
e_D173,T115,1
e_D174,T115,1
e_D175,T218,1
e_D175,T222,1
e_D175,T236,1
e_D175,T645,1
e_D176,T352,1
e_D177,T604,1
e_D177,T605,1
e_D177,T607,1
e_D178,T604,1
e_D178,T605,1
e_D178,T607,1
e_D179,T39,1
e_D179,T209,1
e_D179,T302,1
e_D179,T604,1
e_D179,T605,1
e_D179,T606,1
e_D179,T607,1
e_D179,T608,1
e_D179,T609,1
e_D179,T610,1
e_D179,T611,1
e_D179,T612,1
e_D179,T613,1
e_D180,T39,1
e_D180,T209,1
e_D180,T302,1
e_D180,T604,1
e_D180,T605,1
e_D180,T606,1
e_D180,T607,1
e_D180,T608,1
e_D180,T609,1
e_D180,T610,1
e_D180,T611,1
e_D180,T612,1
e_D180,T613,1
e_D181,T348,1
e_D181,T604,1
e_D181,T605,1
e_D181,T607,1
e_D182,T39,1
e_D182,T209,1
e_D182,T302,1
e_D182,T604,1
e_D182,T605,1
e_D182,T606,1
e_D182,T607,1
e_D182,T608,1
e_D182,T609,1
e_D182,T610,1
e_D182,T611,1
e_D182,T612,1
e_D182,T613,1
e_D183,T348,1
e_D183,T604,1
e_D183,T605,1
e_D183,T607,1
e_D184,T348,1
e_D184,T604,1
e_D184,T605,1
e_D184,T607,1
e_D185,T334,1
e_D185,T532,1
e_D186,T334,1
e_D186,T532,1
e_D187,T27,1
e_D187,T233,1
e_D187,T393,1
e_D187,T395,1
e_D187,T396,1
e_D187,T397,1
e_D187,T398,1
